Sentence,Sentence#
"Ink was easy to install, directions were easy to follow.",398
"It also copies and scans.",399
"One con was 5 ink cartridges. 2 different blacks.",400
"It came with all the cartridges of course but I ordered more 45.00 for a 4 cartridge set.",401
"But some free paper was included.",402
"Fun software.",403
"It is pretty loud but has a sound adjustment.",404
"How cool is that.",405
"I wonder why they didn't just make it sound lower in the first place.",406
"I was impressed that the software installed on both XP and Win 7.",407
"I printed out a few photos and they were nice.",408
"I gave it a 4 because I have only had it for 2 days.",409
"The paper manual that they provide is just a get started page, that worked for me but some people might need more instruction.",410
"Once the software is installed there is a basic menu and I printed a couple of pages, like how the fax paper goes in and the regular paper and photo loads.",411
"I get forgetful sometimes.",412
"The software comes with some creative software.",413
"Lay out and print photos.",414
"Something else fun to learn.",415
"Easy setup, very good scanning and excellent pictures - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The title says it all.",416
"Very nice MFP.",417
"They went overboard with the controls and display though ..",418
"they could do everything needed with a touch screen.",419
"Printing okay.",420
"Slow to Start up and Noisy - Canon Office Products MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I haven't had this very long.",421
"Only about a month.",422
"It was a little tricky to set up because the directions weren't very clear in setting up the wireless mode.",423
"When turning it on it makes all sorts of clicks, turning sounds, unlike my previous Canon Pixma.",424
"I don't know if it's supposed to do that but it's pretty noisy and takes about 10 minutes to be ready to print.",425
"When sending to print it seems slow to spool in wifi mode, but printing is pretty fast.",426
"I haven't tried connecting directly to the computer.",427
"In standard mode print quality seems pretty clean so far.",428
"Lots of streaks in grayscale mode.",429
"My main concern is all the noise in the beginning.",430
"Would be curious to know if others are experiencing the same thing.",431
"Will update later after more use.",432
"A little large, but everything works great. - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) The printer was a little larger than I anticipated, but nevertheless it works great.",433
"Set up is very easy.",434
"Operation is a no brainer.",435
"Love the fact that it's wireless.",436
"Good for the price, it's big though - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Fast scanning.",437
"Auto duplex!",438
"Loud and big, but I don't care, it's faster than what I had before (hp deskjet 5100)",439
"Many functions, a bit noisy - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) This sits next to my computer.",440
"It is startling when the tray clatters down as it prints.",441
"It is also a bit slow in printing.",442
"Looks a sleek ~ adding importance to my home office.",443
"Uses lots of ink - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) This highly rated as ink efficient but it used the original inks in about a month and I don't think we have printed more than 150 pages so I will contact canon what is wrong?",444
"If I knew the Epson would have been a better buy !!",445
"But I does perform well but a little more complicated than Epson but quiet mode and double sided printing is nice",446
"Doesn't work With Mac - Canon Office Products MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) My mac rejected the ""Set Up CD-rom"".",447
"I then went on line to find the driver. - THERE ISN'T ONE.",448
"Called Tech support...",449
"For $99.99 they could install one for me.",450
"I returned the printer.",451
"DON'T BUY IF YOU HAVE A MAC.",452
"Wireless won't work - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) I'm sure this is a good printer, it works fine with USB, however I bought it based on wireless capability and I have now spent a total of 32 hours trying to get it to work and it still cannot be found by any of my devices.",453
"I'm told for a nominal fee, they can fix this problem for me.",454
"After more than a solid day of them trying to fix it for me, I have had enough and am sending it back.",455
"Good Printer But Ripped Off on Ink Cartridges - Canon PIXMA MX922 Wireless Color Photo Printer with Scanner, Copier and Fax (Office Product) Much better than Epson printers.",456
